timestamp_ns,bid,ask,price,mid_ema,price_ema
1741804989669572,82713.9766,82716.6797,82714.9062,82701.0859,82701.5234
1741804991105477,82715.8125,82716.8438,82715.8203,82705.4609,82705.6328
1741804991106306,82715.8125,82716.8516,82716.8516,82705.4609,82705.6328
1741804991106345,82715.8125,82716.8516,82716.8516,82705.4609,82705.6328
1741804991106378,82715.8125,82718.5469,82716.8516,82705.4609,82705.6328
1741804991106712,82715.8125,82719,82719,82705.4609,82705.6328
1741804991106871,82715.8125,82719.5078,82719.5078,82705.4609,82705.6328
1741804991107026,82715.8125,82719.5078,82719.5078,82705.4609,82705.6328
1741804991107043,82715.8125,82720.2031,82719.5078,82705.4609,82705.6328
1741804991107431,82715.8125,82725,82723.1484,82705.4609,82705.6328
1741804991108546,82715.8125,82726.6016,82726.0469,82705.4609,82705.6406
1741804991108711,82715.8125,82727.2578,82727.2578,82705.4609,82705.6406
1741804991108887,82715.8125,82727.2578,82727.2578,82705.4609,82705.6406
1741804991109166,82715.8125,82727.2734,82727.2578,82705.4609,82705.6406
1741804991109976,82715.8203,82727.2812,82727.2734,82705.4609,82705.6406
1741804991110421,82715.8203,82730.0234,82728.5,82705.4609,82705.6406
1741804991112205,82716.8438,82725,82718.5469,82705.4688,82705.6484
1741804991112322,82716.8438,82730.0312,82725,82705.4688,82705.6484
1741804991114153,82716.8438,82730.0312,82730.0312,82705.4766,82705.6562
1741804991115734,82717.8828,82727.2812,82718.9922,82705.4844,82705.6641
1741804991116454,82717.8828,82730.6797,82725.5781,82705.4844,82705.6641
1741804991128853,82726.5625,82730.0234,82727.0078,82705.5391,82705.7188
1741804991148209,82728.6328,82731.3906,82731.3906,82705.6328,82705.8203
1741804992712462,82732.9219,82732.9297,82732.9219,82714.1719,82714.2969
1741804993071296,82732.9219,82732.9297,82732.9297,82715.5156,82715.6328
1741804993823838,82732.9219,82732.9297,82732.9297,82718.1328,82718.2344
1741804994085152,82732.9219,82732.9297,82732.9219,82718.9062,82719
1741804994096798,82732.9219,82732.9297,82732.9219,82718.9375,82719.0312
1741804994463217,82719.0312,82719.0391,82719.0312,82718.9453,82719.0312
1741804994481309,82717.5781,82717.5938,82717.5781,82718.9375,82719.0234
1741804994562843,82717.5781,82717.5938,82717.5938,82718.9141,82719
1741804994569246,82717.5781,82717.5938,82717.5781,82718.9141,82719
1741804994572528,82717.5781,82717.5938,82717.5781,82718.9141,82719
1741804994576341,82717.5781,82717.5938,82717.5781,82718.9141,82719
1741804994576578,82717.5781,82717.5938,82717.5781,82718.9141,82719
1741804994576589,82717.5,82717.5938,82717.5781,82718.9141,82719
1741804994580374,82713.9297,82717.5781,82717.5,82718.9141,82719
1741804994651380,82713.9297,82713.9375,82713.9297,82718.8438,82718.9297
1741804994744600,82704.4297,82704.4375,82704.4375,82718.5781,82718.6562
1741804994901279,82700,82704.4297,82704.4297,82718.0625,82718.2109
1741804995150782,82700,82700.0078,82700,82717.1641,82717.3047
1741804995383538,82700,82700.0078,82700.0078,82716.3672,82716.5
1741804995638152,82700,82700.0078,82700,82715.5312,82715.6562
1741804995690087,82694.5391,82694.5469,82694.5391,82715.3125,82715.4375
1741804995700213,82694.5391,82694.5469,82694.5391,82715.2734,82715.3984
1741804995735363,82692.8594,82692.8828,82692.8594,82715.1172,82715.2422
1741804995749875,82692.8594,82692.8672,82692.8594,82715.0547,82715.1797
1741804995782925,82690.5469,82692.8672,82692.8594,82714.8984,82715.0312
1741804995786867,82690.5469,82692.8594,82692.8594,82714.8828,82715.0156
1741804995796513,82690.5234,82690.5625,82690.5469,82714.8359,82714.9688
1741804996000026,82681.2734,82690.5391,82681.2812,82713.6562,82713.5938
1741804996016899,82687.5234,82688.9688,82688.9688,82713.5703,82713.5078
1741804996251147,82693.9219,82699.9766,82693.9297,82712.7891,82712.5938
1741804996259489,82690.6484,82693.9297,82693.9219,82712.7578,82712.5625
1741804996318553,82691.1172,82699.9062,82694.1797,82712.5547,82712.3438
1741804997343833,82690.9297,82690.9375,82690.9375,82708.125,82707.9531
1741804997946728,82690.9297,82690.9375,82690.9297,82706.0547,82705.8984
1741804998014605,82681.4297,82681.4375,82681.4297,82705.7188,82705.5625
1741804998045632,82676.0078,82681.4375,82681.4297,82705.5547,82705.4141
1741804998841110,82681.3984,82681.4062,82681.4062,82701.7109,82701.5938
1741804998974272,82681.3984,82689.6875,82681.4062,82701.2812,82701.0547
1741804999818604,82681.4219,82681.4297,82681.4297,82697.9297,82697.7422
1741805000442198,82681.4219,82681.4297,82681.4297,82695.8672,82695.7109
1741805000832717,82681.4219,82681.4297,82681.4297,82694.7422,82694.5938
1741805001172823,82681.4219,82681.4297,82681.4297,82693.8359,82693.6953
1741805001422316,82681.4219,82681.4297,82681.4219,82693.2188,82693.0859
1741805001426273,82681.4062,82681.4297,82681.4219,82693.2109,82693.0781
1741805001447935,82670.1797,82681.4297,82681.4219,82693.1328,82693.0312
1741805001575417,82670.4609,82670.4766,82670.4688,82692.5547,82692.4531
1741805002043434,82659.3594,82659.3672,82659.3672,82689.4453,82689.3594
1741805002103944,82659.3594,82659.8516,82659.3672,82689.0859,82689
1741805002457826,82659.8438,82659.8516,82659.8438,82687.0156,82686.9375
1741805002526602,82649.8594,82649.8672,82649.8594,82686.5078,82686.4297
1741805004073978,82643.4219,82643.4297,82643.4297,82673.1719,82673.125
1741805004080530,82646.25,82652.9297,82649.0625,82673.1406,82673.0938
1741805004515843,82650.3125,82658.2812,82658.2812,82671.5,82671.8047
1741805004842956,82653.8672,82665.2031,82659.8516,82670.7188,82671.0234
1741805005694134,82665.2031,82673.8672,82665.2109,82670.5156,82670.0312
1741805005903455,82673.6875,82673.7031,82673.6875,82670.6484,82670.1875
1741805007009280,82673.6875,82673.7031,82673.6875,82671.3203,82670.9609
1741805007075572,82673.6875,82673.7031,82673.6875,82671.3516,82671
1741805007536750,82673.6875,82673.7031,82673.7031,82671.5703,82671.25
1741805007651676,82673.6875,82673.7031,82673.7031,82671.6172,82671.3047
1741805008765055,82673.6875,82673.7031,82673.7031,82672.0781,82671.8359
1741805008959005,82673.6875,82673.7031,82673.6875,82672.1406,82671.9062
1741805008961615,82673.6875,82673.7031,82673.6875,82672.1406,82671.9062
1741805009529042,82660.3672,82660.3828,82660.3828,82670.8047,82670.6016
1741805009803262,82660.3672,82664.2031,82660.3828,82670.3359,82670.0391
1741805010935838,82665.4922,82665.5,82665.5,82669.2422,82669.0078
1741805011220346,82665.4922,82665.5,82665.5,82669.0312,82668.8047
1741805011950856,82660.3672,82665.5,82665.4922,82668.1406,82668.3203
1741805012683735,82660.3672,82660.3828,82660.3672,82667,82667.1562
1741805012869063,82655.0703,82655.0781,82655.0703,82666.5547,82666.7109
1741805013063191,82642.8672,82642.8828,82642.8828,82665.6328,82665.7891
1741805013345502,82642.8672,82642.8828,82642.8828,82664.3516,82664.4922
1741805013448256,82642.8672,82642.8828,82642.8828,82663.9141,82664.0469
1741805014430506,82642.8672,82642.8828,82642.8672,82659.7812,82659.8828
1741805015118089,82642.8672,82642.8828,82642.8672,82657.4531,82657.5391
1741805015219956,82642.8672,82642.8828,82642.8672,82657.1562,82657.2422
1741805015309487,82642.8672,82642.8828,82642.8828,82656.8984,82656.9844
1741805016400229,82646.8203,82646.8438,82646.8281,82654.7031,82654.7656
1741805016514239,82642.8672,82642.8828,82642.8672,82654.4297,82654.4922
1741805016521012,82637.0234,82642.8828,82642.8672,82654.4062,82654.4766
1741805017359995,82631.7969,82631.8125,82631.8125,82650.6172,82650.6719
1741805018307145,82631.7969,82638.8672,82631.8125,82647.7188,82647.1016
1741805019047051,82641.9219,82641.9297,82641.9219,82646.8594,82646.3359
1741805020532085,82641.9219,82641.9297,82641.9219,82645.3906,82645.0234
1741805021097817,82631.8203,82638.9062,82638.9062,82644.2578,82644.3281
1741805022447608,82631.7969,82631.8125,82631.7969,82640.8984,82640.9453
1741805022669350,82631.7969,82631.8125,82631.7969,82640.4922,82640.5391
1741805023237702,82626.3594,82626.3672,82626.3672,82638.8828,82638.9297
1741805023312143,82626.3594,82626.3672,82626.3594,82638.6953,82638.7422
1741805023693043,82618.9219,82618.9297,82618.9297,82637.1875,82637.2344
1741805024398910,82618.9219,82618.9297,82618.9297,82634.6094,82634.6484
1741805025060601,82626.3594,82626.3672,82626.3672,82633.5156,82633.5547
1741805025317741,82626.3594,82626.3672,82626.3672,82633.1484,82633.1875
1741805025989476,82635.8438,82635.8516,82635.8516,82633.5078,82633.5469
1741805025989647,82635.8438,82635.8594,82635.8516,82633.5078,82633.5469
1741805027034672,82639.3594,82639.3672,82639.3672,82634.7344,82634.7656
1741805027038101,82639.3594,82639.3672,82639.3672,82634.7344,82634.7656
1741805027038365,82639.3594,82639.3672,82639.3672,82634.7344,82634.7656
1741805027040719,82639.3594,82639.3672,82639.3672,82634.7344,82634.7656
1741805027043303,82639.3594,82641.9297,82639.3672,82634.7344,82634.7656
1741805027047128,82641.9219,82647.5312,82643.8125,82634.7422,82634.7734
1741805027052295,82643.9922,82647.5312,82647.5312,82634.75,82634.7891
1741805027558405,82654.8438,82654.8516,82654.8438,82636.7812,82636.8203
1741805028064084,82654.8438,82654.8516,82654.8516,82638.6094,82638.6406
1741805028087310,82664.3438,82667.7812,82664.3516,82638.7344,82638.7578
1741805028134736,82661.8281,82673.8516,82673.8438,82639.0078,82639.0938
1741805028153202,82662.0703,82674.3516,82667.8125,82639.1172,82639.2031
1741805028677840,82667.8203,82667.8281,82667.8203,82642.1328,82642.2031
1741805028873610,82670.8281,82682.7266,82670.8281,82643.4922,82643.3203
1741805029753274,82669.6562,82672.4375,82669.6719,82648.3438,82647.9531
1741805029993185,82672.2969,82675.5781,82672.3125,82649.5703,82649.125
1741805031494949,82672.0312,82672.3125,82672.2969,82656.3594,82656.0859
1741805031563056,82672.0312,82672.0391,82672.0391,82656.5703,82656.3047
1741805031649310,82659.8125,82672.0391,82672.0312,82656.7344,82656.5781
1741805031697381,82658.1875,82668.75,82658.2031,82656.7969,82656.5938
1741805031717291,82658.1875,82658.2031,82658.2031,82656.8047,82656.6016
1741805033916193,82663.8516,82671.4062,82671.4062,82661.5625,82663.1094
1741805034360560,82666.5391,82668.7891,82668.7891,82662.1016,82663.6172
1741805034563028,82666.5312,82666.5391,82666.5391,82662.2812,82663.7344
1741805035324413,82666.5312,82666.5391,82666.5312,82662.9297,82664.1641
1741805035842936,82659.3203,82659.3281,82659.3203,82662.5547,82663.6641
1741805036084784,82659.3203,82659.3281,82659.3281,82662.3984,82663.4531
1741805036470908,82659.3203,82659.3281,82659.3281,82662.1641,82663.1328
1741805036497910,82659.3203,82659.3281,82659.3281,82662.1484,82663.1094
1741805036541463,82659.3203,82659.3281,82659.3203,82662.125,82663.0781
1741805037949160,82665.5,82671.3516,82665.5,82663.8984,82663.7578
1741805038943068,82666.9219,82666.9297,82666.9219,82664.5,82664.3906
1741805041235937,82666.9219,82666.9297,82666.9297,82665.6094,82665.5547
1741805041444971,82666.9219,82666.9297,82666.9297,82665.6641,82665.6094
1741805041521075,82666.9219,82666.9297,82666.9297,82665.6797,82665.6328
1741805041873442,82666.9219,82666.9297,82666.9219,82665.7656,82665.7266
1741805042184212,82666.9219,82666.9297,82666.9297,82665.8359,82665.8047
1741805042201142,82666.9219,82666.9297,82666.9297,82665.8359,82665.8047
1741805042813856,82666.9219,82666.9297,82666.9219,82665.9688,82665.9453
1741805042819709,82666.9219,82666.9297,82666.9219,82665.9688,82665.9453
1741805042932201,82659.3594,82659.3672,82659.3672,82665.8203,82665.7969
1741805043014366,82658.1875,82659.3672,82659.3594,82665.7031,82665.6875
1741805043117093,82658.1875,82658.2031,82658.2031,82665.5469,82665.5312
1741805044120522,82658.1875,82658.2031,82658.2031,82664.0703,82664.0625
1741805044623505,82658.1875,82658.2031,82658.2031,82663.4766,82663.4766
1741805044665100,82658.1875,82658.2031,82658.1875,82663.4297,82663.4297
1741805044899090,82654.8438,82654.8516,82654.8438,82663.0312,82663.0312
1741805045242498,82646.9688,82646.9766,82646.9766,82661.9297,82661.9297
1741805045587613,82646.9688,82646.9766,82646.9688,82660.8984,82660.8984
1741805045817528,82646.9688,82646.9766,82646.9688,82660.2578,82660.2578
1741805046308958,82646.9688,82646.9766,82646.9688,82658.9531,82658.9531
1741805046394170,82639.9062,82641.2266,82641.2188,82658.6406,82658.6484
1741805046530099,82639.3594,82639.3672,82639.3672,82658.1172,82658.125
1741805047111893,82639.3594,82641.2266,82639.3672,82656.0469,82655.9453
1741805047153737,82641.2188,82641.2266,82641.2266,82655.9219,82655.8203
1741805047422216,82646.9688,82646.9766,82646.9766,82655.4375,82655.3438
1741805047638891,82653.8828,82655,82655,82655.3906,82655.3281
1741805048111665,82654.9922,82664.4922,82655,82655.8047,82655.2969
1741805048366274,82665.6484,82672.2969,82672.2969,82656.4766,82656.1641
1741805048385107,82665.6719,82672.2969,82672.2969,82656.5234,82656.2266
1741805048511045,82666.75,82666.7578,82666.7578,82656.7812,82656.4922
1741805048526864,82666.75,82672.3125,82672.2969,82656.8203,82656.5391
1741805048613460,82667.0078,82672.2891,82667.0234,82657.0391,82656.7188
1741805049075440,82672.2812,82672.2891,82672.2891,82658.4453,82658.1562
1741805049120072,82672.2812,82672.2891,82672.2891,82658.5703,82658.2812
1741805049161644,82672.2969,82672.3125,82672.3125,82658.6875,82658.3984
1741805049398021,82676.0469,82680.0234,82680.0078,82659.6016,82659.4219
1741805049826751,82676.0234,82676.0312,82676.0312,82661.0078,82660.8438
1741805049921397,82676.0234,82680.1016,82676.0312,82661.3281,82661.1328
1741805049941777,82676.0703,82680.1016,82680.1016,82661.3984,82661.2109
1741805050156938,82676.0781,82676.0938,82676.0938,82662.0312,82661.8516
1741805050358710,82676.0781,82676.0938,82676.0938,82662.6016,82662.4297
1741805051188466,82676.0781,82676.0938,82676.0781,82664.8359,82664.6953
1741805051647172,82676.0781,82676.0938,82676.0781,82665.8672,82665.7422
1741805052033414,82676.0781,82676.0938,82676.0938,82666.6562,82666.5391
1741805052342125,82676.0781,82676.0938,82676.0938,82667.2422,82667.1328
1741805052370980,82676.0781,82676.0938,82676.0938,82667.2969,82667.1875
1741805052522068,82680.5234,82685.4219,82680.5234,82667.7734,82667.5938
1741805053021389,82685.4219,82685.4297,82685.4297,82669.5391,82669.375
1741805053024940,82685.4219,82694.9062,82685.4297,82669.5547,82669.3828
1741805053080439,82688.2031,82695.1797,82688.2109,82669.7969,82669.5938
1741805053563699,82685.4219,82685.4297,82685.4297,82671.3047,82671.125
1741805053844941,82687.3594,82687.3672,82687.3594,82672.2109,82672.0391
1741805054063146,82685.4219,82685.4297,82685.4297,82672.7891,82672.625
1741805054209982,82676.4531,82685.4297,82685.4219,82673.0312,82673
1741805054652361,82673.4609,82673.4688,82673.4609,82673.0703,82673.0391
1741805055645299,82673.4609,82673.4688,82673.4688,82673.1484,82673.125
1741805055805902,82673.4609,82673.4688,82673.4609,82673.1562,82673.1328
1741805055912944,82673.4609,82673.4688,82673.4688,82673.1641,82673.1406
1741805056105837,82673.4609,82673.4688,82673.4688,82673.1797,82673.1562
1741805056474118,82685.3594,82685.3672,82685.3594,82674.0781,82674.0547
1741805056721443,82685.3594,82685.3672,82685.3672,82674.6328,82674.6172
1741805056856631,82685.3594,82685.3672,82685.3594,82674.9219,82674.9062
1741805057017476,82681.0391,82687.7969,82687.7969,82675.2266,82675.3203
1741805057615513,82682.8672,82682.8828,82682.8672,82676.1406,82676.2266
1741805058139073,82682.8672,82682.8828,82682.8828,82676.8438,82676.9219
1741805059127983,82682.8672,82685.8828,82682.8828,82678.3359,82678.1016
1741805059857123,82682.8672,82682.8828,82682.8828,82679,82678.7969
1741805060355318,82682.8672,82682.8828,82682.8828,82679.3828,82679.2031
1741805060384323,82682.8672,82682.8828,82682.8828,82679.4062,82679.2266
1741805060491681,82682.8672,82682.8828,82682.8672,82679.4844,82679.3047
1741805060818721,82682.8672,82682.8828,82682.8828,82679.7031,82679.5391
1741805061392928,82682.8672,82682.8828,82682.8828,82680.0703,82679.9219
1741805063164796,82682.8672,82682.8828,82682.8828,82681.0625,82680.9688
1741805063219172,82682.8672,82682.8828,82682.8672,82681.0859,82680.9922
1741805063581762,82673.4609,82673.4688,82673.4688,82680.5312,82680.4453
1741805065313348,82673.4609,82675.5703,82673.4688,82678.4453,82678.0312
1741805065313391,82673.4609,82677.0625,82677.0469,82678.4453,82678.0312
1741805065313979,82673.4609,82681.7266,82677.0625,82678.4453,82678.0312
1741805065632285,82682.8672,82682.8828,82682.8828,82678.7266,82678.3438
1741805065807066,82682.8672,82682.8828,82682.8828,82678.875,82678.5
1741805066539978,82682.8672,82682.8828,82682.8828,82679.4609,82679.1406
1741805066982078,82682.8672,82682.8828,82682.8828,82679.7656,82679.4688
1741805068142346,82682.8672,82682.8828,82682.8672,82680.4844,82680.2578
1741805068426740,82682.8672,82682.8828,82682.8828,82680.6172,82680.4062
1741805068954392,82682.8672,82682.8828,82682.8828,82680.8516,82680.6641
1741805069037800,82682.8672,82682.8828,82682.8828,82680.8828,82680.7031
1741805069141477,82682.8672,82682.8828,82682.8828,82680.9219,82680.75
1741805069192621,82675.6094,82682.8828,82682.8672,82680.9062,82680.7734
1741805070107972,82673.4609,82673.4688,82673.4688,82679.5469,82679.4375
1741805070674971,82678.0234,82678.0312,82678.0312,82679.375,82679.2812
1741805070675400,82678.0234,82678.0391,82678.0391,82679.375,82679.2812
1741805070675424,82678.0234,82682.8828,82678.0391,82679.375,82679.2812
1741805070678498,82678.0234,82682.8828,82678.0312,82679.375,82679.2812
1741805070687149,82682.8672,82682.8828,82682.8828,82679.3828,82679.2891
1741805071032223,82682.9219,82686.6562,82686.6484,82679.7578,82679.7969
1741805071579308,82683.1094,82687.7031,82687.5312,82680.375,82680.6406
1741805071706030,82685.1094,82687.5312,82687.5312,82680.5234,82680.8125
1741805071936127,82682.7266,82687.5312,82682.8828,82680.7344,82680.9062
1741805071953983,82682.7188,82687.1016,82682.7266,82680.75,82680.9141
1741805073876879,82687.0938,82687.1016,82687.1016,82683.1875,82683.2969
1741805074000955,82687.0938,82687.1016,82687.1016,82683.2812,82683.3906
1741805074023676,82688.8125,82699.9375,82699.9375,82683.3281,82683.4688
1741805074039358,82688.8438,82692.1016,82692.1016,82683.3516,82683.4922
1741805074670174,82687.0938,82689.3906,82689.3828,82683.9688,82684.2344
1741805074898643,82687.0938,82687.1016,82687.1016,82684.1094,82684.3672
1741805075098672,82687.0938,82687.1016,82687.1016,82684.2266,82684.4766
1741805075323343,82687.0938,82687.1016,82687.1016,82684.3516,82684.5938
1741805075383121,82687.0938,82687.1016,82687.1016,82684.3828,82684.625
1741805075830439,82687.1172,82696.6406,82687.1172,82685.0547,82684.8516
1741805076358210,82687.1172,82691.5625,82691.5625,82685.5078,82685.5625
1741805076540706,82687.1094,82687.6875,82687.6875,82685.5781,82685.6406
1741805077118085,82687.1094,82687.1172,82687.1172,82685.7578,82685.8125
1741805077453043,82687.1094,82687.1172,82687.1172,82685.8516,82685.8984
1741805077588184,82681.4219,82687.1172,82687.1094,82685.8125,82685.9297
1741805077655538,82681.7031,82691.3203,82687.1172,82685.8203,82685.9453
1741805077673542,82681.7266,82689.8984,82689.8984,82685.8203,82685.9609
1741805078300758,82683.2031,82683.2109,82683.2109,82685.4922,82685.6172
1741805078407140,82683.2031,82683.2109,82683.2109,82685.4453,82685.5625
1741805078546869,82683.2031,82683.2109,82683.2031,82685.3828,82685.5
1741805079623967,82689.8906,82689.8984,82689.8984,82686.3516,82686.4453
1741805079667710,82689.8906,82689.8984,82689.8984,82686.3828,82686.4766
1741805080739924,82688.4531,82688.4609,82688.4609,82686.8281,82686.8984
1741805080760837,82688.4531,82688.4609,82688.4609,82686.8359,82686.9062
1741805081342069,82688.9375,82691.9062,82691,82687.25,82687.3828
1741805081347441,82688.9609,82699.2734,82688.9609,82687.2578,82687.3828
1741805081576309,82688.9375,82699.2578,82699.2578,82687.5703,82687.9297
1741805083146316,82688.9609,82688.9688,82688.9609,82688.0078,82688.25
1741805084860819,82685.6719,82685.6797,82685.6797,82687.2031,82687.3672
1741805084970136,82685.6719,82685.6797,82685.6797,82687.1719,82687.3281
1741805084986609,82685.6875,82696.4766,82696.4766,82687.1875,82687.3594
1741805085188711,82685.7969,82689,82686.1719,82687.1953,82687.3125
1741805086652529,82684.8906,82685.6797,82685.6719,82686.6328,82686.8359
1741805087124624,82684.8906,82684.8984,82684.8984,82686.4688,82686.6562
1741805087175639,82684.8906,82684.8984,82684.8906,82686.4531,82686.6406
1741805087223414,82684.8906,82684.8984,82684.8984,82686.4375,82686.625
1741805087350335,82684.8906,82684.8984,82684.8906,82686.3984,82686.5781
1741805087374862,82684.8906,82684.8984,82684.8906,82686.3906,82686.5703
1741805087418178,82684.8906,82684.8984,82684.8906,82686.375,82686.5547
1741805087430771,82684.8906,82684.8984,82684.8906,82686.375,82686.5469
1741805087433643,82684.8906,82684.8984,82684.8906,82686.375,82686.5469
1741805087436469,82684.8906,82684.8984,82684.8906,82686.375,82686.5469
1741805087438145,82684.8906,82684.8984,82684.8906,82686.375,82686.5469
1741805087440671,82684.8906,82684.8984,82684.8906,82686.375,82686.5469
1741805087441319,82684.8906,82684.8984,82684.8906,82686.375,82686.5469
1741805087444104,82684.8906,82684.8984,82684.8906,82686.375,82686.5469
1741805087444258,82684.8906,82684.8984,82684.8906,82686.375,82686.5469
1741805087444283,82684.8906,82684.8984,82684.8906,82686.375,82686.5469
1741805087444515,82684.8906,82684.8984,82684.8906,82686.375,82686.5469
1741805087447798,82684.8906,82684.8984,82684.8906,82686.375,82686.5469
1741805087447809,82684.8906,82684.8984,82684.8906,82686.375,82686.5469
1741805087448052,82684.8906,82684.8984,82684.8906,82686.375,82686.5469
1741805087448089,82684.8906,82684.8984,82684.8906,82686.375,82686.5469
1741805087531951,82676.2969,82676.3125,82676.3125,82686.2031,82686.375
1741805087617202,82673.4609,82673.4688,82673.4688,82685.9844,82686.1562
1741805089103118,82673.4609,82673.4688,82673.4688,82682.2656,82682.3828
1741805089493735,82675.8594,82676.8125,82675.8672,82681.8047,82681.875
1741805090063342,82676.7109,82680.9219,82680.9219,82681.4609,82681.7656
1741805090817234,82682.0938,82682.3672,82682.3672,82681.5781,82681.8594
1741805091457610,82678.3281,82682.1016,82682.0938,82681.4062,82681.8906
1741805091642868,82678.3984,82682.8906,82678.3984,82681.375,82681.7578
1741805091834055,82678.3594,82678.3672,82678.3672,82681.2578,82681.625
1741805091922825,82678.3906,82682.8906,82682.8906,82681.25,82681.6484
1741805093717739,82682.5391,82682.5469,82682.5469,82681.7188,82681.9688
1741805094337997,82682.5625,82685.6172,82685.6172,82682.0156,82682.4219
1741805094678576,82682.5938,82685.2891,82685.2891,82682.1484,82682.6172
1741805095087668,82682.6016,82686.1562,82682.9062,82682.3281,82682.6406
1741805095405812,82683.0234,82686.1562,82683.0312,82682.4688,82682.6641
1741805095844321,82686.1484,82689.5938,82686.1562,82682.9453,82682.9688
1741805097428333,82690.4766,82690.4922,82690.4922,82685.3359,82685.3516
1741805098198762,82686.2109,82690.8984,82690.8906,82685.8281,82686.2031
1741805100214939,82682.6328,82682.6406,82682.6406,82684.5391,82684.7656
1741805100221631,82682.6328,82682.6406,82682.6406,82684.5391,82684.7656
1741805100850164,82684.1719,82689.5078,82689.2578,82684.8281,82685.3281
1741805101461513,82683.1797,82687.9531,82683.1797,82684.9141,82685.0625
1741805102515186,82682.1016,82683.0391,82683.0312,82684.4219,82684.6328
1741805102516424,82682.0938,82683.0391,82682.0938,82684.4219,82684.6328
1741805102519625,82682.0938,82683.0312,82682.0938,82684.4219,82684.6328
1741805102519705,82682.0938,82682.1016,82682.0938,82684.4219,82684.6328
1741805102522628,82682.0938,82682.1016,82682.0938,82684.4219,82684.6328
1741805103077050,82673.4609,82677.9062,82674.3516,82683.4531,82683.4922
1741805103487006,82687.8125,82687.8203,82687.8203,82683.8125,82683.8438
1741805104045445,82680.5312,82687.8203,82687.8125,82683.8516,82684.2891
1741805104677908,82675.4609,82680.5469,82680.5469,82683.1094,82683.8125
1741805104733800,82675.9297,82681.0391,82680.5469,82683.0547,82683.7734
1741805106747291,82686.9922,82687,82687,82684.6406,82685.0703
1741805106885712,82686.9922,82687,82687,82684.7031,82685.125
1741805106953477,82686.9922,82687,82686.9922,82684.7344,82685.1484
1741805107215198,82686.9922,82687,82687,82684.8516,82685.2422
1741805107445385,82686.9922,82687,82687,82684.9531,82685.3203
1741805107455320,82686.9922,82687,82686.9922,82684.9609,82685.3203
1741805107462294,82686.9922,82687,82686.9922,82684.9609,82685.3203
1741805107466562,82686.9922,82687,82686.9922,82684.9609,82685.3203
1741805107642513,82674.2578,82678.9219,82678.9219,82684.6641,82685.0938
